Age,Age Group,City,customer_code,Year,Quarter,Month,Day,Sum of Estimated Settlement Amount,Sum of Final Premium Amount,Sum of Settlement %
35,31-40,Mumbai,SUNNMPY,1989,Qtr 3,September,9,₹ 76744,49980,0.536
35,31-40,Mumbai,SUNNMWR,1989,Qtr 3,August,23,₹ 22056,14364,0.536
35,31-40,Mumbai,SUNNR8A,1989,Qtr 2,June,8,₹ 14448,9409,0.536
35,31-40,Mumbai,SUNNX2B,1989,Qtr 2,May,14,₹ 135391,88174,0.536
35,31-40,Mumbai,SUNNYO8,1989,Qtr 4,November,11,₹ 62354,40608,0.536
35,31-40,Mumbai,SUNO5,1989,Qtr 3,August,15,₹ 39398,25658,0.536
35,31-40,Mumbai,SUNO9T9,1989,Qtr 3,August,7,₹ 12898,8400,0.536
35,31-40,Mumbai,SUNOEP,1989,Qtr 4,December,16,₹ 14632,9529,0.536
35,31-40,Mumbai,SUNOF7,1989,Qtr 2,May,28,₹ 9059,5900,0.536
35,31-40,Mumbai,SUNOGT,1989,Qtr 3,August,11,₹ 84967,55335,0.536
35,31-40,Mumbai,SUNOI0L,1989,Qtr 2,June,21,₹ 75700,49300,0.536
35,31-40,Mumbai,SUNOJP,1989,Qtr 1,January,26,₹ 13013,8475,0.536
35,31-40,Mumbai,SUNOO1Z,1989,Qtr 4,November,7,₹ 28525,18577,0.536
35,31-40,Mumbai,SUNOQQ5,1989,Qtr 2,May,18,₹ 23604,15372,0.536
35,31-40,Mumbai,SUNOR3C,1989,Qtr 1,January,3,₹ 21669,14112,0.536
35,31-40,Mumbai,SUNOVN,1989,Qtr 1,January,31,₹ 57096,37184,0.536
35,31-40,Mumbai,SUNP0J,1989,Qtr 4,December,11,₹ 31284,20374,0.536
35,31-40,Mumbai,SUNP1AR,1989,Qtr 4,November,20,₹ 70479,45900,0.536
35,31-40,Mumbai,SUNP51,1989,Qtr 4,December,9,₹ 21635,14090,0.536
35,31-40,Mumbai,SUNP61,1989,Qtr 3,September,22,₹ 42636,27767,0.536
35,31-40,Mumbai,SUNP9,1989,Qtr 3,September,29,₹ 14027,9135,0.536
35,31-40,Mumbai,SUNPE21,1989,Qtr 1,March,8,₹ 14684,9563,0.536
35,31-40,Mumbai,SUNPJS,1989,Qtr 3,July,14,₹ 14873,9686,0.536
35,31-40,Mumbai,SUNPLZK,1989,Qtr 2,April,5,₹ 9996,6510,0.536
35,31-40,Mumbai,SUNPQH,1989,Qtr 1,February,15,₹ 23604,15372,0.536
35,31-40,Mumbai,SUNPR4,1989,Qtr 3,July,20,₹ 37041,24123,0.536
35,31-40,Mumbai,SUNPZI6,1989,Qtr 2,April,22,₹ 13301,8662,0.536
35,31-40,Mumbai,SUNQ4GF,1989,Qtr 3,July,1,₹ 23410,15246,0.536
35,31-40,Mumbai,SUNQ7,1989,Qtr 4,November,20,₹ 30695,19990,0.536
35,31-40,Mumbai,SUNQJ5,1989,Qtr 2,May,9,₹ 76549,49853,0.536
35,31-40,Mumbai,SUNR83Q,1989,Qtr 1,February,20,₹ 21862,14238,0.536
35,31-40,Mumbai,SUNRAP3,1989,Qtr 1,February,22,₹ 8752,5700,0.536
35,31-40,Mumbai,SUNRC2P,1989,Qtr 2,May,5,₹ 22636,14742,0.536
35,31-40,Mumbai,SUNRCPP,1989,Qtr 3,August,29,₹ 63886,41606,0.536
35,31-40,Mumbai,SUNRHCS,1989,Qtr 2,May,24,₹ 21282,13860,0.536
35,31-40,Mumbai,SUNRIV1,1989,Qtr 2,May,17,₹ 9512,6195,0.536
35,31-40,Mumbai,SUNRNPZ,1989,Qtr 3,July,12,₹ 14510,9450,0.536
35,31-40,Mumbai,SUNRV5M,1989,Qtr 3,September,2,₹ 14448,9409,0.536
35,31-40,Mumbai,SUNRW29,1989,Qtr 1,February,2,₹ 32579,21217,0.536
35,31-40,Mumbai,SUNRY,1989,Qtr 2,May,24,₹ 59160,38528,0.536
35,31-40,Mumbai,SUNS9K,1989,Qtr 1,February,20,₹ 232168,151200,0.536
35,31-40,Mumbai,SUNSGW,1989,Qtr 1,February,15,₹ 22205,14461,0.536
35,31-40,Mumbai,SUNSKEX,1989,Qtr 3,July,21,₹ 131797,85833,0.536
35,31-40,Mumbai,SUNTBG9,1989,Qtr 2,May,4,₹ 14753,9608,0.536
35,31-40,Mumbai,SUNTE,1989,Qtr 2,May,16,₹ 14268,9292,0.536
35,31-40,Mumbai,SUNTFWF,1989,Qtr 4,November,16,₹ 21669,14112,0.536
35,31-40,Mumbai,SUNTW7Q,1989,Qtr 3,July,8,₹ 13181,8584,0.536
35,31-40,Mumbai,SUNTYN,1989,Qtr 4,November,27,₹ 14448,9409,0.536
35,31-40,Mumbai,SUNU4FE,1989,Qtr 4,December,6,₹ 22741,14810,0.536
35,31-40,Mumbai,SUNU4QS,1989,Qtr 1,February,2,₹ 9996,6510,0.536
35,31-40,Mumbai,SUNU854,1989,Qtr 3,July,10,₹ 80856,52658,0.536
35,31-40,Mumbai,SUNUAO,1989,Qtr 4,October,11,₹ 29317,19093,0.536
35,31-40,Mumbai,SUNUL2,1989,Qtr 4,October,20,₹ 31028,20207,0.536
35,31-40,Mumbai,SUNUMV,1989,Qtr 2,April,28,₹ 13181,8584,0.536
35,31-40,Mumbai,SUNUS,1989,Qtr 1,March,3,₹ 58265,37945,0.536
35,31-40,Mumbai,SUNUZ3Z,1989,Qtr 4,December,19,₹ 14753,9608,0.536
35,31-40,Mumbai,SUNUZB,1989,Qtr 4,October,26,₹ 9726,6334,0.536
35,31-40,Mumbai,SUNUZJE,1989,Qtr 2,June,4,₹ 22295,14520,0.536
35,31-40,Mumbai,SUNV8BB,1989,Qtr 1,January,14,₹ 13861,9027,0.536
35,31-40,Mumbai,SUNVCH,1989,Qtr 2,May,12,₹ 21990,14321,0.536
35,31-40,Mumbai,SUNVE0,1989,Qtr 3,July,4,₹ 55111,35891,0.536
35,31-40,Mumbai,SUNVFGF,1989,Qtr 1,March,16,₹ 22553,14688,0.536
35,31-40,Mumbai,SUNVFR,1989,Qtr 1,February,2,₹ 152940,99603,0.536
35,31-40,Mumbai,SUNVIK,1989,Qtr 2,June,23,₹ 32172,20952,0.536
35,31-40,Mumbai,SUNVX9,1989,Qtr 3,September,20,₹ 43330,28219,0.536
35,31-40,Mumbai,SUNVYZT,1989,Qtr 3,September,17,₹ 9476,6171,0.536
35,31-40,Mumbai,SUNW2C,1989,Qtr 1,January,12,₹ 30156,19639,0.536
35,31-40,Mumbai,SUNWCY,1989,Qtr 2,May,4,₹ 14753,9608,0.536
35,31-40,Mumbai,SUNWRZ,1989,Qtr 4,December,15,₹ 13181,8584,0.536
35,31-40,Mumbai,SUNWZ,1989,Qtr 1,February,17,₹ 21614,14076,0.536
35,31-40,Mumbai,SUNWZK6,1989,Qtr 4,December,10,₹ 32310,21042,0.536
35,31-40,Mumbai,SUNX6I,1989,Qtr 3,August,27,₹ 8536,5559,0.536
35,31-40,Mumbai,SUNX76,1989,Qtr 3,July,16,₹ 30340,19759,0.536
35,31-40,Mumbai,SUNXQC,1989,Qtr 2,June,21,₹ 61331,39942,0.536
35,31-40,Mumbai,SUNXS,1989,Qtr 3,July,6,₹ 9489,6180,0.536
35,31-40,Mumbai,SUNXWX,1989,Qtr 3,July,1,₹ 9648,6283,0.536
35,31-40,Mumbai,SUNXYTB,1989,Qtr 2,April,24,₹ 38051,24781,0.536
35,31-40,Mumbai,SUNXZN,1989,Qtr 4,October,8,₹ 29233,19038,0.536
35,31-40,Mumbai,SUNY0XD,1989,Qtr 3,August,10,₹ 22249,14490,0.536
35,31-40,Mumbai,SUNY2H,1989,Qtr 3,August,21,₹ 20497,13349,0.536
35,31-40,Mumbai,SUNY5O2,1989,Qtr 1,February,15,₹ 56463,36772,0.536
35,31-40,Mumbai,SUNY95I,1989,Qtr 2,May,20,₹ 13181,8584,0.536
35,31-40,Mumbai,SUNYE3,1989,Qtr 4,November,13,₹ 138986,90515,0.536
35,31-40,Mumbai,SUNYGZC,1989,Qtr 2,April,26,₹ 22636,14742,0.536
35,31-40,Mumbai,SUNYK5S,1989,Qtr 4,November,5,₹ 14268,9292,0.536
35,31-40,Mumbai,SUNYRY,1989,Qtr 4,December,13,₹ 53621,34921,0.536
35,31-40,Mumbai,SUNZ72,1989,Qtr 4,November,25,₹ 23797,15498,0.536
35,31-40,Mumbai,SUNZ88,1989,Qtr 2,May,16,₹ 29079,18938,0.536
35,31-40,Mumbai,SUNZJAZ,1989,Qtr 4,November,22,₹ 81208,52887,0.536
35,31-40,Mumbai,SUNZN,1989,Qtr 3,August,14,₹ 29887,19464,0.536
36,31-40,Chennai,SUN09Y,1988,Qtr 4,November,21,₹ 21615,13954,0.549
36,31-40,Chennai,SUN0OV,1988,Qtr 4,November,10,₹ 32865,21217,0.549
36,31-40,Chennai,SUN0RH,1988,Qtr 3,August,31,₹ 22055,14238,0.549
36,31-40,Chennai,SUN16N8,1988,Qtr 4,December,10,₹ 29877,19288,0.549
36,31-40,Chennai,SUN1YZ,1988,Qtr 3,September,1,₹ 62606,40417,0.549
36,31-40,Chennai,SUN2DG,1988,Qtr 1,March,13,₹ 8597,5550,0.549
36,31-40,Chennai,SUN2K3,1988,Qtr 1,February,24,₹ 81567,52658,0.549
36,31-40,Chennai,SUN2SBN,1988,Qtr 1,February,9,₹ 13540,8741,0.549
36,31-40,Chennai,SUN31,1988,Qtr 1,January,31,₹ 61605,39771,0.549
36,31-40,Chennai,SUN35SU,1988,Qtr 2,April,30,₹ 8597,5550,0.549
36,31-40,Chennai,SUN389,1988,Qtr 1,February,16,₹ 13662,8820,0.549
36,31-40,Chennai,SUN39WN,1988,Qtr 4,October,9,₹ 9015,5820,0.549
36,31-40,Chennai,SUN3OR3,1988,Qtr 2,April,1,₹ 54093,34921,0.549
36,31-40,Chennai,SUN3ZJ,1988,Qtr 2,June,26,₹ 24202,15624,0.549
36,31-40,Chennai,SUN4D0,1988,Qtr 1,March,28,₹ 22677,14640,0.549
36,31-40,Chennai,SUN4FU,1988,Qtr 2,April,13,₹ 8611,5559,0.549
36,31-40,Chennai,SUN4G84,1988,Qtr 1,January,29,₹ 21664,13986,0.549
36,31-40,Chennai,SUN4H3,1988,Qtr 2,June,8,₹ 14638,9450,0.549
36,31-40,Chennai,SUN4LJ,1988,Qtr 2,April,10,₹ 56199,36281,0.549
36,31-40,Chennai,SUN4QB,1988,Qtr 1,January,9,₹ 23811,15372,0.549
36,31-40,Chennai,SUN4XL7,1988,Qtr 1,January,25,₹ 130348,84150,0.549
36,31-40,Chennai,SUN54MD,1988,Qtr 3,August,26,₹ 60839,39276,0.549
36,31-40,Chennai,SUN55G1,1988,Qtr 1,February,20,₹ 30007,19372,0.549
36,31-40,Chennai,SUN627I,1988,Qtr 4,November,17,₹ 14813,9563,0.549
36,31-40,Chennai,SUN6FIZ,1988,Qtr 1,March,21,₹ 22210,14338,0.549
36,31-40,Chennai,SUN79B,1988,Qtr 4,November,12,₹ 13983,9027,0.549
36,31-40,Chennai,SUN7GB,1988,Qtr 3,July,6,₹ 30150,19464,0.549
36,31-40,Chennai,SUN7NMI,1988,Qtr 2,May,26,₹ 14150,9135,0.549
36,31-40,Chennai,SUN8E4Q,1988,Qtr 3,August,17,₹ 12779,8250,0.549
36,31-40,Chennai,SUN8QE4,1988,Qtr 4,November,26,₹ 40564,26187,0.549
36,31-40,Chennai,SUN8ZE,1988,Qtr 1,March,27,₹ 31779,20516,0.549
36,31-40,Chennai,SUN99F,1988,Qtr 2,May,30,₹ 78657,50779,0.549
36,31-40,Chennai,SUN9I2B,1988,Qtr 3,August,9,₹ 134164,86613,0.549
36,31-40,Chennai,SUNA28,1988,Qtr 1,January,14,₹ 22055,14238,0.549
36,31-40,Chennai,SUNAOIM,1988,Qtr 3,September,27,₹ 30693,19815,0.549
36,31-40,Chennai,SUNAYU,1988,Qtr 2,June,8,₹ 39515,25510,0.549
36,31-40,Chennai,SUNB2A,1988,Qtr 4,December,22,₹ 38815,25058,0.549
36,31-40,Chennai,SUNBDL,1988,Qtr 2,June,3,₹ 14479,9347,0.549
36,31-40,Chennai,SUNBOEC,1988,Qtr 3,August,25,₹ 12779,8250,0.549
36,31-40,Chennai,SUNCG59,1988,Qtr 2,April,17,₹ 32718,21122,0.549
36,31-40,Chennai,SUNCG8A,1988,Qtr 1,January,11,₹ 21252,13720,0.549
36,31-40,Chennai,SUNCKS,1988,Qtr 4,December,5,₹ 23616,15246,0.549
36,31-40,Chennai,SUNCW,1988,Qtr 2,May,25,₹ 30343,19589,0.549
36,31-40,Chennai,SUNCXA,1988,Qtr 1,March,4,₹ 85023,54889,0.549
36,31-40,Chennai,SUND4F,1988,Qtr 3,July,28,₹ 85714,55335,0.549
36,31-40,Chennai,SUNDLFJ,1988,Qtr 1,March,6,₹ 21993,14198,0.549
36,31-40,Chennai,SUNDS,1988,Qtr 3,July,17,₹ 30525,19706,0.549
36,31-40,Chennai,SUNEBW8,1988,Qtr 1,February,3,₹ 13153,8491,0.549
36,31-40,Chennai,SUNET7P,1988,Qtr 2,May,29,₹ 76550,49419,0.549
36,31-40,Chennai,SUNEW0,1988,Qtr 3,September,9,₹ 9006,5814,0.549
36,31-40,Chennai,SUNEYA,1988,Qtr 4,November,20,₹ 22640,14616,0.549
36,31-40,Chennai,SUNF9Z,1988,Qtr 2,June,22,₹ 30007,19372,0.549
36,31-40,Chennai,SUNFKW3,1988,Qtr 3,September,27,₹ 28196,18203,0.549
36,31-40,Chennai,SUNFYD,1988,Qtr 2,June,19,₹ 21274,13734,0.549
36,31-40,Chennai,SUNG3NY,1988,Qtr 2,April,15,₹ 9085,5865,0.549
36,31-40,Chennai,SUNG7VY,1988,Qtr 1,February,3,₹ 36634,23650,0.549
36,31-40,Chennai,SUNGI9W,1988,Qtr 2,May,30,₹ 22400,14461,0.549
36,31-40,Chennai,SUNHGG,1988,Qtr 2,May,31,₹ 9371,6050,0.549
36,31-40,Chennai,SUNHNGA,1988,Qtr 1,February,16,₹ 57229,36946,0.549
36,31-40,Chennai,SUNHRH,1988,Qtr 1,February,25,₹ 30641,19781,0.549
36,31-40,Chennai,SUNI52,1988,Qtr 4,November,10,₹ 29877,19288,0.549
36,31-40,Chennai,SUNI5C,1988,Qtr 1,February,1,₹ 21424,13831,0.549
36,31-40,Chennai,SUNI6WG,1988,Qtr 1,March,20,₹ 64448,41606,0.549
36,31-40,Chennai,SUNJDIB,1988,Qtr 1,January,21,₹ 29877,19288,0.549
36,31-40,Chennai,SUNJJ4L,1988,Qtr 3,September,6,₹ 22372,14443,0.549
36,31-40,Chennai,SUNKV5,1988,Qtr 4,December,17,₹ 33409,21568,0.549
36,31-40,Chennai,SUNL1GX,1988,Qtr 4,October,13,₹ 8935,5768,0.549
36,31-40,Chennai,SUNL3OY,1988,Qtr 1,January,18,₹ 42312,27316,0.549
36,31-40,Chennai,SUNLEOW,1988,Qtr 1,February,10,₹ 9796,6324,0.549
36,31-40,Chennai,SUNLIO7,1988,Qtr 2,June,12,₹ 13163,8498,0.549
36,31-40,Chennai,SUNLLH3,1988,Qtr 4,November,8,₹ 40424,26097,0.549
36,31-40,Chennai,SUNM354,1988,Qtr 3,September,25,₹ 32050,20691,0.549
36,31-40,Chennai,SUNM5PI,1988,Qtr 1,January,31,₹ 147685,95342,0.549
36,31-40,Chennai,SUNM8MV,1988,Qtr 4,December,29,₹ 30607,19759,0.549
36,31-40,Chennai,SUNMJ1Y,1988,Qtr 4,October,24,₹ 23031,14868,0.549
36,31-40,Chennai,SUNMJP,1988,Qtr 4,October,4,₹ 38076,24581,0.549
36,31-40,Chennai,SUNMMFT,1988,Qtr 2,May,19,₹ 21424,13831,0.549
36,31-40,Chennai,SUNMVG,1988,Qtr 4,December,10,₹ 63932,41273,0.549
36,31-40,Chennai,SUNMZ8I,1988,Qtr 3,July,18,₹ 20667,13342,0.549
36,31-40,Chennai,SUNN17,1988,Qtr 1,January,21,₹ 13907,8978,0.549
36,31-40,Chennai,SUNNB9,1988,Qtr 3,August,14,₹ 15004,9686,0.549
36,31-40,Chennai,SUNNI,1988,Qtr 2,May,22,₹ 55634,35916,0.549
36,31-40,Chennai,SUNNUCU,1988,Qtr 2,May,3,₹ 30150,19464,0.549
36,31-40,Chennai,SUNOC0,1988,Qtr 3,July,13,₹ 40914,26413,0.549
36,31-40,Chennai,SUNP0UD,1988,Qtr 4,November,2,₹ 30872,19930,0.549
36,31-40,Chennai,SUNP1I,1988,Qtr 4,December,1,₹ 23421,15120,0.549
36,31-40,Chennai,SUNP23I,1988,Qtr 3,August,7,₹ 63932,41273,0.549
36,31-40,Chennai,SUNP8X,1988,Qtr 2,April,9,₹ 81922,52887,0.549
36,31-40,Chennai,SUNPYH,1988,Qtr 2,May,18,₹ 13785,8899,0.549
36,31-40,Chennai,SUNQ81Z,1988,Qtr 2,May,6,₹ 41962,27090,0.549
36,31-40,Chennai,SUNQ8NI,1988,Qtr 4,December,24,₹ 84760,54719,0.549
36,31-40,Chennai,SUNQ8PA,1988,Qtr 4,December,6,₹ 231309,149328,0.549
36,31-40,Chennai,SUNQPN,1988,Qtr 4,October,25,₹ 10084,6510,0.549
36,31-40,Chennai,SUNQS8S,1988,Qtr 1,March,13,₹ 32050,20691,0.549
36,31-40,Chennai,SUNRGAK,1988,Qtr 1,February,12,₹ 58777,37945,0.549
36,31-40,Chennai,SUNRRA,1988,Qtr 2,June,7,₹ 29815,19248,0.549
36,31-40,Chennai,SUNRS66,1988,Qtr 4,December,2,₹ 228354,147420,0.549
36,31-40,Chennai,SUNS0IP,1988,Qtr 4,October,26,₹ 33039,21329,0.549
36,31-40,Chennai,SUNS8GC,1988,Qtr 3,July,27,₹ 37706,24342,0.549
36,31-40,Chennai,SUNSQ1,1988,Qtr 3,July,18,₹ 21469,13860,0.549
36,31-40,Chennai,SUNST,1988,Qtr 1,March,16,₹ 20667,13342,0.549
36,31-40,Chennai,SUNT1ZN,1988,Qtr 3,July,18,₹ 37706,24342,0.549
36,31-40,Chennai,SUNTA0,1988,Qtr 4,November,25,₹ 40083,25877,0.549
36,31-40,Chennai,SUNTLL,1988,Qtr 4,November,11,₹ 13592,8775,0.549
36,31-40,Chennai,SUNTP0D,1988,Qtr 3,September,22,₹ 73911,47715,0.549
36,31-40,Chennai,SUNU4U,1988,Qtr 2,April,20,₹ 61103,39447,0.549
36,31-40,Chennai,SUNU8M,1988,Qtr 1,February,24,₹ 81567,52658,0.549
36,31-40,Chennai,SUNUGBO,1988,Qtr 4,October,20,₹ 62902,40608,0.549
36,31-40,Chennai,SUNUYR,1988,Qtr 1,March,6,₹ 21615,13954,0.549
36,31-40,Chennai,SUNV2XU,1988,Qtr 2,April,10,₹ 30693,19815,0.549
36,31-40,Chennai,SUNV488,1988,Qtr 2,April,16,₹ 13509,8721,0.549
36,31-40,Chennai,SUNV4R,1988,Qtr 3,September,27,₹ 22783,14708,0.549
36,31-40,Chennai,SUNVDU,1988,Qtr 4,December,22,₹ 32865,21217,0.549
36,31-40,Chennai,SUNW8I,1988,Qtr 4,October,16,₹ 40914,26413,0.549
36,31-40,Chennai,SUNWIXV,1988,Qtr 3,August,13,₹ 31663,20441,0.549
36,31-40,Chennai,SUNWKQF,1988,Qtr 1,March,5,₹ 22372,14443,0.549
36,31-40,Chennai,SUNWOMP,1988,Qtr 3,August,1,₹ 222089,143376,0.549
36,31-40,Chennai,SUNWSH,1988,Qtr 1,February,15,₹ 22250,14364,0.549
36,31-40,Chennai,SUNWXA,1988,Qtr 3,August,29,₹ 76728,49534,0.549
36,31-40,Chennai,SUNXD62,1988,Qtr 1,March,11,₹ 146820,94784,0.549
36,31-40,Chennai,SUNXUP,1988,Qtr 3,July,23,₹ 29552,19078,0.549
36,31-40,Chennai,SUNYA,1988,Qtr 1,March,26,₹ 58668,37875,0.549
36,31-40,Chennai,SUNYJN,1988,Qtr 4,November,15,₹ 24202,15624,0.549
36,31-40,Chennai,SUNZ52,1988,Qtr 1,February,14,₹ 23740,15326,0.549
36,31-40,Chennai,SUNZ6N,1988,Qtr 1,January,13,₹ 59906,38674,0.549
36,31-40,Chennai,SUNZBR3,1988,Qtr 1,February,19,₹ 14220,9180,0.549
36,31-40,Chennai,SUNZBRY,1988,Qtr 1,January,22,₹ 8863,5722,0.549
36,31-40,Chennai,SUNZMQ9,1988,Qtr 1,March,3,₹ 22752,14688,0.549
36,31-40,Delhi NCR,SUN025,1988,Qtr 4,October,30,₹ 29024,18737,0.549
36,31-40,Delhi NCR,SUN02Q,1988,Qtr 1,February,25,₹ 28972,18704,0.549
36,31-40,Delhi NCR,SUN09A5,1988,Qtr 3,September,29,₹ 60186,38855,0.549
36,31-40,Delhi NCR,SUN0G,1988,Qtr 3,September,25,₹ 37300,24080,0.549
36,31-40,Delhi NCR,SUN0OTR,1988,Qtr 1,January,22,₹ 23031,14868,0.549
36,31-40,Delhi NCR,SUN0TRO,1988,Qtr 1,February,16,₹ 54622,35263,0.549
36,31-40,Delhi NCR,SUN0UL,1988,Qtr 2,April,18,₹ 22752,14688,0.549
36,31-40,Delhi NCR,SUN0XJY,1988,Qtr 2,June,7,₹ 9173,5922,0.549
36,31-40,Delhi NCR,SUN19TM,1988,Qtr 2,June,13,₹ 9028,5828,0.549
36,31-40,Delhi NCR,SUN1C6G,1988,Qtr 1,February,17,₹ 21045,13586,0.549
36,31-40,Delhi NCR,SUN1C7,1988,Qtr 2,April,16,₹ 40424,26097,0.549
36,31-40,Delhi NCR,SUN1C8,1988,Qtr 4,November,1,₹ 13509,8721,0.549
36,31-40,Delhi NCR,SUN1CD,1988,Qtr 4,October,27,₹ 13540,8741,0.549
36,31-40,Delhi NCR,SUN1CY,1988,Qtr 1,January,25,₹ 212349,137088,0.549
36,31-40,Delhi NCR,SUN1DTI,1988,Qtr 3,August,14,₹ 15126,9765,0.549
36,31-40,Delhi NCR,SUN1M5,1988,Qtr 1,February,17,₹ 141842,91570,0.549
36,31-40,Delhi NCR,SUN1MQ,1988,Qtr 4,October,17,₹ 43011,27767,0.549
36,31-40,Delhi NCR,SUN1N1,1988,Qtr 4,November,4,₹ 57152,36896,0.549
36,31-40,Delhi NCR,SUN1ND,1988,Qtr 2,April,11,₹ 12798,8262,0.549
36,31-40,Delhi NCR,SUN1NY4,1988,Qtr 4,December,13,₹ 42663,27542,0.549
36,31-40,Delhi NCR,SUN1UK,1988,Qtr 1,March,31,₹ 42312,27316,0.549
36,31-40,Delhi NCR,SUN1ZK,1988,Qtr 3,July,4,₹ 80875,52211,0.549
36,31-40,Delhi NCR,SUN1ZTY,1988,Qtr 2,June,24,₹ 8690,5610,0.549
36,31-40,Delhi NCR,SUN21K,1988,Qtr 3,August,5,₹ 9108,5880,0.549
36,31-40,Delhi NCR,SUN22FH,1988,Qtr 3,July,22,₹ 30693,19815,0.549
36,31-40,Delhi NCR,SUN26QD,1988,Qtr 1,March,28,₹ 28972,18704,0.549
36,31-40,Delhi NCR,SUN26TM,1988,Qtr 4,November,21,₹ 22677,14640,0.549
36,31-40,Delhi NCR,SUN27A,1988,Qtr 2,June,29,₹ 133039,85887,0.549
36,31-40,Delhi NCR,SUN292,1988,Qtr 3,July,31,₹ 42312,27316,0.549
36,31-40,Delhi NCR,SUN2BX5,1988,Qtr 3,July,4,₹ 23740,15326,0.549
36,31-40,Delhi NCR,SUN2DS,1988,Qtr 1,February,1,₹ 21274,13734,0.549
36,31-40,Delhi NCR,SUN2FN,1988,Qtr 4,October,9,₹ 131747,85053,0.549
36,31-40,Delhi NCR,SUN2G4Q,1988,Qtr 3,July,23,₹ 23226,14994,0.549
36,31-40,Delhi NCR,SUN2J9,1988,Qtr 4,December,4,₹ 13662,8820,0.549
36,31-40,Delhi NCR,SUN2K1L,1988,Qtr 1,February,6,₹ 38465,24832,0.549
36,31-40,Delhi NCR,SUN2K55,1988,Qtr 3,September,26,₹ 41262,26638,0.549
36,31-40,Delhi NCR,SUN2KM,1988,Qtr 3,August,27,₹ 14057,9075,0.549
36,31-40,Delhi NCR,SUN2KO0,1988,Qtr 3,August,10,₹ 8854,5716,0.549
36,31-40,Delhi NCR,SUN2NAO,1988,Qtr 3,September,8,₹ 9271,5985,0.549
36,31-40,Delhi NCR,SUN2WU,1988,Qtr 3,August,14,₹ 83403,53843,0.549
36,31-40,Delhi NCR,SUN2X7,1988,Qtr 1,March,6,₹ 39865,25736,0.549
36,31-40,Delhi NCR,SUN2ZWP,1988,Qtr 2,June,20,₹ 9006,5814,0.549
36,31-40,Delhi NCR,SUN37,1988,Qtr 3,August,31,₹ 38465,24832,0.549
36,31-40,Delhi NCR,SUN3AU7,1988,Qtr 1,March,13,₹ 22372,14443,0.549
36,31-40,Delhi NCR,SUN3BH,1988,Qtr 4,October,7,₹ 59293,38278,0.549
36,31-40,Delhi NCR,SUN3DCV,1988,Qtr 4,December,3,₹ 15126,9765,0.549
36,31-40,Delhi NCR,SUN3DX,1988,Qtr 1,January,27,₹ 39298,25370,0.549
36,31-40,Delhi NCR,SUN3HVJ,1988,Qtr 2,June,4,₹ 8690,5610,0.549
36,31-40,Delhi NCR,SUN3IV,1988,Qtr 2,April,21,₹ 14516,9371,0.549
36,31-40,Delhi NCR,SUN3JQ,1988,Qtr 3,August,10,₹ 30693,19815,0.549
36,31-40,Delhi NCR,SUN3LW,1988,Qtr 3,August,21,₹ 37367,24123,0.549
36,31-40,Delhi NCR,SUN3O4,1988,Qtr 3,July,4,₹ 228354,147420,0.549
36,31-40,Delhi NCR,SUN3OA,1988,Qtr 2,June,28,₹ 14339,9257,0.549
36,31-40,Delhi NCR,SUN3OI,1988,Qtr 2,June,8,₹ 135088,87210,0.549
36,31-40,Delhi NCR,SUN3OOP,1988,Qtr 4,December,4,₹ 21079,13608,0.549
36,31-40,Delhi NCR,SUN3QE1,1988,Qtr 4,November,1,₹ 22835,14742,0.549
36,31-40,Delhi NCR,SUN3XP4,1988,Qtr 3,July,7,₹ 225621,145656,0.549
36,31-40,Delhi NCR,SUN3ZT,1988,Qtr 2,June,8,₹ 84081,54281,0.549
36,31-40,Delhi NCR,SUN4167,1988,Qtr 2,June,15,₹ 22835,14742,0.549
36,31-40,Delhi NCR,SUN4295,1988,Qtr 3,August,6,₹ 31508,20341,0.549
36,31-40,Delhi NCR,SUN43GT,1988,Qtr 4,October,18,₹ 60186,38855,0.549
36,31-40,Delhi NCR,SUN49DB,1988,Qtr 1,February,12,₹ 147685,95342,0.549
36,31-40,Delhi NCR,SUN49RY,1988,Qtr 3,August,25,₹ 22491,14520,0.549
36,31-40,Delhi NCR,SUN4ADX,1988,Qtr 4,October,3,₹ 78801,50872,0.549
36,31-40,Delhi NCR,SUN4B1,1988,Qtr 3,September,21,₹ 30343,19589,0.549
36,31-40,Delhi NCR,SUN4CH5,1988,Qtr 1,February,25,₹ 32772,21157,0.549
36,31-40,Delhi NCR,SUN4OF,1988,Qtr 3,August,1,₹ 214691,138600,0.549
36,31-40,Delhi NCR,SUN4PF,1988,Qtr 2,May,12,₹ 42192,27238,0.549
36,31-40,Delhi NCR,SUN4RF0,1988,Qtr 2,May,27,₹ 61103,39447,0.549
36,31-40,Delhi NCR,SUN4U,1988,Qtr 1,March,28,₹ 212740,137340,0.549
36,31-40,Delhi NCR,SUN4UFH,1988,Qtr 1,January,16,₹ 29815,19248,0.549
36,31-40,Delhi NCR,SUN4WW,1988,Qtr 2,May,17,₹ 9015,5820,0.549
36,31-40,Delhi NCR,SUN50GZ,1988,Qtr 2,May,22,₹ 136867,88358,0.549
36,31-40,Delhi NCR,SUN51O,1988,Qtr 4,December,13,₹ 9243,5967,0.549
36,31-40,Delhi NCR,SUN52SJ,1988,Qtr 2,April,15,₹ 73074,47175,0.549
