customer_code,date,Sum of final_premium_amt(INR),policy_id,sales_mode
SUNK3G,2023-01-30 00:00:00,60690,POL9221HEL,Offline-Agent
SUNK3II,2023-02-25 00:00:00,22145,POL6303HEL,Online-Website
SUNK3K,2022-11-28 00:00:00,5700,POL4321HEL,Offline-Agent
SUNK3OT,2023-04-14 00:00:00,143640,POL2005HEL,Offline-Agent
SUNK3S,2023-03-23 00:00:00,15624,POL3309HEL,Offline-Agent
SUNK3TG,2022-11-09 00:00:00,21042,POL5319HEL,Offline-Agent
SUNK3TS,2023-01-18 00:00:00,5304,POL4321HEL,Offline-Agent
SUNK3UC,2022-12-17 00:00:00,42034,POL6093HEL,Offline-Direct
SUNK3Z0,2022-12-22 00:00:00,172584,POL2005HEL,Offline-Direct
SUNK4,2023-01-22 00:00:00,34430,POL6303HEL,Online-App
SUNK40,2023-02-01 00:00:00,8806,POL4331HEL,Offline-Agent
SUNK40R,2023-03-11 00:00:00,5250,POL4321HEL,Online-Website
SUNK43W,2022-11-26 00:00:00,20708,POL5319HEL,Offline-Direct
SUNK45,2023-02-12 00:00:00,21845,POL5319HEL,Online-Website
SUNK45J,2023-02-26 00:00:00,8034,POL4331HEL,Offline-Agent
SUNK476,2023-01-07 00:00:00,187272,POL2005HEL,Online-App
SUNK4B,2022-11-20 00:00:00,32968,POL6093HEL,Offline-Agent
SUNK4C,2023-02-07 00:00:00,8575,POL4331HEL,Online-Website
SUNK4D,2022-12-17 00:00:00,42681,POL6093HEL,Offline-Agent
SUNK4DG,2023-02-01 00:00:00,8111,POL4331HEL,Offline-Agent
SUNK4EG,2022-12-03 00:00:00,112363,POL1048HEL,Offline-Agent
SUNK4GJ,2023-04-29 00:00:00,58012,POL9221HEL,Offline-Agent
SUNK4L,2022-12-04 00:00:00,45951,POL9221HEL,Offline-Direct
SUNK4P,2023-03-04 00:00:00,154980,POL2005HEL,Offline-Agent
SUNK4Q,2023-04-15 00:00:00,5250,POL4321HEL,Online-App
SUNK4QI,2022-12-05 00:00:00,5100,POL4321HEL,Offline-Agent
SUNK4QT,2023-02-04 00:00:00,8188,POL4331HEL,Online-Website
SUNK4SV,2022-12-25 00:00:00,6171,POL4321HEL,Offline-Agent
SUNK4U,2023-04-29 00:00:00,5512,POL4321HEL,Offline-Agent
SUNK4W4,2023-03-23 00:00:00,52658,POL9221HEL,Offline-Agent
SUNK4ZI,2023-03-03 00:00:00,8190,POL4331HEL,Offline-Direct
SUNK5,2023-01-14 00:00:00,5100,POL4321HEL,Offline-Agent
SUNK50,2022-12-15 00:00:00,5406,POL4321HEL,Offline-Agent
SUNK56S,2023-01-28 00:00:00,43350,POL9221HEL,Offline-Direct
SUNK58,2023-01-12 00:00:00,14566,POL3309HEL,Online-App
SUNK58X,2023-01-01 00:00:00,5610,POL4321HEL,Offline-Agent
SUNK5E,2023-03-28 00:00:00,23146,POL5319HEL,Offline-Agent
SUNK5E0,2023-03-16 00:00:00,19530,POL3309HEL,Offline-Agent
SUNK5F,2023-03-20 00:00:00,29122,POL6303HEL,Online-Website
SUNK5G,2023-03-08 00:00:00,5565,POL4321HEL,Offline-Agent
SUNK5IP,2022-12-17 00:00:00,9792,POL4331HEL,Offline-Agent
SUNK5JV,2023-03-29 00:00:00,8190,POL4321HEL,Offline-Agent
SUNK5K9,2023-03-10 00:00:00,27705,POL5319HEL,Online-App
SUNK5L,2023-04-01 00:00:00,6458,POL4321HEL,Online-App
SUNK5M,2022-11-13 00:00:00,15000,POL3309HEL,Offline-Direct
SUNK5ML,2023-03-17 00:00:00,7140,POL4321HEL,Online-App
SUNK5MT,2023-01-07 00:00:00,19078,POL5319HEL,Offline-Direct
SUNK5N,2023-01-07 00:00:00,137088,POL2005HEL,Offline-Agent
SUNK5N5,2023-03-18 00:00:00,40608,POL6093HEL,Offline-Agent
SUNK5O,2023-03-08 00:00:00,47265,POL6093HEL,Offline-Agent
SUNK5OF,2023-03-14 00:00:00,6825,POL4321HEL,Offline-Direct
SUNK5RR,2022-12-27 00:00:00,17715,POL5319HEL,Offline-Direct
SUNK5T,2023-04-21 00:00:00,15120,POL3309HEL,Offline-Agent
SUNK5V,2022-11-22 00:00:00,90270,POL1048HEL,Offline-Agent
SUNK5Z,2023-03-11 00:00:00,15372,POL3309HEL,Online-Website
SUNK6,2022-11-05 00:00:00,107100,POL1048HEL,Offline-Agent
SUNK62,2023-04-28 00:00:00,5512,POL4321HEL,Offline-Agent
SUNK62B,2022-12-20 00:00:00,58956,POL9221HEL,Offline-Agent
SUNK63,2023-03-10 00:00:00,97193,POL1048HEL,Online-Website
SUNK63P,2022-11-12 00:00:00,40893,POL6093HEL,Offline-Agent
SUNK655,2023-01-14 00:00:00,62424,POL9221HEL,Online-Website
SUNK6CB,2023-01-17 00:00:00,7956,POL4331HEL,Offline-Agent
SUNK6D,2023-01-13 00:00:00,12163,POL4331HEL,Offline-Agent
SUNK6E,2023-04-30 00:00:00,20165,POL5319HEL,Offline-Agent
SUNK6GV,2023-04-23 00:00:00,5722,POL4321HEL,Online-Website
SUNK6H,2022-12-31 00:00:00,9333,POL4331HEL,Offline-Agent
SUNK6J,2022-12-06 00:00:00,13954,POL3309HEL,Offline-Direct
SUNK6LH,2023-03-02 00:00:00,102013,POL1048HEL,Offline-Agent
SUNK6LJ,2023-01-27 00:00:00,5100,POL4321HEL,Offline-Agent
SUNK6MI,2023-03-23 00:00:00,21743,POL5319HEL,Online-App
SUNK6P,2023-03-16 00:00:00,7875,POL4331HEL,Offline-Agent
SUNK6S,2023-04-08 00:00:00,25736,POL6303HEL,Offline-Agent
SUNK6SV,2022-11-26 00:00:00,40893,POL6093HEL,Offline-Agent
SUNK6Y,2023-01-07 00:00:00,12240,POL3309HEL,Offline-Agent
SUNK6Y8,2023-02-24 00:00:00,66100,POL9221HEL,Offline-Agent
SUNK6YX,2022-11-26 00:00:00,172800,POL2005HEL,Offline-Direct
SUNK7,2023-01-01 00:00:00,12852,POL3309HEL,Offline-Direct
SUNK707,2022-11-06 00:00:00,9075,POL4331HEL,Offline-Agent
SUNK72,2023-04-09 00:00:00,37279,POL6093HEL,Online-App
SUNK72F,2023-02-20 00:00:00,25910,POL6303HEL,Offline-Direct
SUNK72O,2022-11-20 00:00:00,41210,POL6093HEL,Offline-Agent
SUNK74,2023-03-21 00:00:00,15750,POL3309HEL,Offline-Agent
SUNK79W,2023-04-23 00:00:00,48195,POL9221HEL,Offline-Direct
SUNK7AN,2022-12-15 00:00:00,5100,POL4321HEL,Offline-Agent
SUNK7AT,2023-02-25 00:00:00,177984,POL2005HEL,Offline-Agent
SUNK7E,2022-11-29 00:00:00,10125,POL4331HEL,Offline-Agent
SUNK7F,2022-12-31 00:00:00,193392,POL2005HEL,Offline-Agent
SUNK7FF,2023-01-22 00:00:00,34274,POL6093HEL,Offline-Direct
SUNK7I,2022-12-20 00:00:00,5100,POL4321HEL,Offline-Agent
SUNK7JT,2023-03-17 00:00:00,9686,POL4331HEL,Offline-Agent
SUNK7LT,2022-12-09 00:00:00,5406,POL4321HEL,Offline-Direct
SUNK7OG,2023-04-01 00:00:00,27993,POL6303HEL,Online-Website
SUNK7P,2023-01-08 00:00:00,103780,POL1048HEL,Online-Website
SUNK7S8,2023-03-31 00:00:00,13356,POL3309HEL,Offline-Agent
SUNK7W5,2023-03-25 00:00:00,14364,POL3309HEL,Online-App
SUNK7Y,2023-03-14 00:00:00,13230,POL3309HEL,Online-App
SUNK8,2022-12-31 00:00:00,6783,POL4321HEL,Offline-Agent
SUNK80,2023-02-10 00:00:00,156972,POL2005HEL,Offline-Direct
SUNK85,2023-01-08 00:00:00,12240,POL3309HEL,Offline-Agent
SUNK86,2023-03-12 00:00:00,24374,POL5319HEL,Online-App
SUNK8DZ,2023-03-05 00:00:00,30476,POL6303HEL,Online-App
SUNK8F,2022-11-11 00:00:00,15480,POL3309HEL,Offline-Agent
SUNK8G,2022-11-12 00:00:00,48025,POL9221HEL,Offline-Agent
SUNK8H,2023-02-26 00:00:00,5408,POL4321HEL,Online-Website
SUNK8I,2022-11-19 00:00:00,41844,POL6093HEL,Offline-Agent
SUNK8OO,2022-11-08 00:00:00,13920,POL3309HEL,Offline-Direct
SUNK8P,2023-04-11 00:00:00,5880,POL4321HEL,Offline-Direct
SUNK8UR,2023-02-01 00:00:00,7004,POL4321HEL,Offline-Agent
SUNK8X0,2023-04-18 00:00:00,16380,POL3309HEL,Offline-Agent
SUNK8Z,2023-02-04 00:00:00,94554,POL1048HEL,Offline-Agent
SUNK9,2022-11-15 00:00:00,7500,POL4331HEL,Offline-Agent
SUNK91S,2022-12-04 00:00:00,21930,POL6303HEL,Offline-Agent
SUNK92,2023-03-13 00:00:00,58459,POL9221HEL,Offline-Agent
SUNK93,2023-04-04 00:00:00,6405,POL4321HEL,Offline-Agent
SUNK95J,2023-03-17 00:00:00,6405,POL4321HEL,Online-App
SUNK98,2023-02-04 00:00:00,23252,POL6303HEL,Offline-Agent
SUNK9B5,2022-11-05 00:00:00,5650,POL4321HEL,Offline-Direct
SUNK9DK,2023-02-19 00:00:00,24802,POL6303HEL,Offline-Agent
SUNK9F,2023-03-14 00:00:00,14994,POL3309HEL,Online-Website
SUNK9G,2023-03-24 00:00:00,26413,POL6303HEL,Online-Website
SUNK9L,2022-11-05 00:00:00,27090,POL6303HEL,Offline-Agent
SUNK9NW,2023-01-20 00:00:00,23507,POL5319HEL,Offline-Agent
SUNK9Q,2023-02-25 00:00:00,36243,POL6093HEL,Offline-Agent
SUNK9Q7,2023-03-19 00:00:00,16506,POL3309HEL,Offline-Agent
SUNK9QQ,2023-02-09 00:00:00,26795,POL6303HEL,Offline-Agent
SUNK9RN,2023-02-26 00:00:00,88250,POL1048HEL,Online-App
SUNK9RW,2022-12-17 00:00:00,87394,POL1048HEL,Offline-Direct
SUNK9S,2023-03-12 00:00:00,177660,POL2005HEL,Online-App
SUNK9V,2022-11-12 00:00:00,14880,POL3309HEL,Offline-Agent
SUNK9Z,2023-04-16 00:00:00,9371,POL4331HEL,Online-App
SUNKA,2023-03-29 00:00:00,43270,POL6093HEL,Offline-Agent
SUNKA1,2022-12-18 00:00:00,19589,POL5319HEL,Offline-Agent
SUNKA5A,2022-11-12 00:00:00,54400,POL9221HEL,Offline-Direct
SUNKA6,2023-04-29 00:00:00,47930,POL6093HEL,Offline-Agent
SUNKA7K,2023-02-06 00:00:00,27238,POL6303HEL,Online-Website
SUNKA7S,2023-04-30 00:00:00,28219,POL6303HEL,Offline-Agent
SUNKAAY,2023-03-11 00:00:00,5565,POL4321HEL,Online-App
SUNKAEI,2023-04-20 00:00:00,28896,POL6303HEL,Offline-Agent
SUNKAJ,2023-02-05 00:00:00,50341,POL9221HEL,Online-Website
SUNKAL,2023-04-01 00:00:00,29799,POL6303HEL,Online-App
SUNKAM3,2023-03-11 00:00:00,96390,POL1048HEL,Offline-Agent
SUNKAQ,2022-12-08 00:00:00,37831,POL6093HEL,Offline-Direct
SUNKAQB,2023-03-08 00:00:00,6352,POL4321HEL,Offline-Direct
SUNKAQW,2023-03-01 00:00:00,5512,POL4321HEL,Offline-Direct
SUNKARG,2023-03-31 00:00:00,5250,POL4321HEL,Offline-Agent
SUNKAS,2022-12-03 00:00:00,22144,POL5319HEL,Offline-Direct
SUNKAT,2023-03-13 00:00:00,15498,POL3309HEL,Offline-Agent
SUNKAU,2023-04-19 00:00:00,33285,POL6093HEL,Offline-Agent
SUNKAX,2022-11-29 00:00:00,17040,POL3309HEL,Offline-Direct
SUNKAY,2023-03-19 00:00:00,52211,POL9221HEL,Offline-Agent
SUNKAZ,2023-03-18 00:00:00,9608,POL4331HEL,Online-App
SUNKAZO,2022-12-29 00:00:00,89735,POL1048HEL,Offline-Agent
SUNKB,2023-03-26 00:00:00,15750,POL3309HEL,Offline-Agent
SUNKB0U,2022-11-15 00:00:00,9975,POL4331HEL,Offline-Agent
SUNKB7,2023-03-15 00:00:00,9371,POL4331HEL,Offline-Direct
SUNKB7S,2023-02-07 00:00:00,9579,POL4331HEL,Online-App
SUNKBC,2023-04-30 00:00:00,25058,POL6303HEL,Online-App
SUNKBGW,2023-02-19 00:00:00,15326,POL3309HEL,Offline-Agent
SUNKBI,2023-04-02 00:00:00,80325,POL1048HEL,Offline-Agent
SUNKBJ,2023-01-02 00:00:00,5355,POL4321HEL,Offline-Agent
SUNKBKQ,2022-11-13 00:00:00,5000,POL4321HEL,Offline-Direct
SUNKBQY,2022-12-23 00:00:00,27851,POL6303HEL,Offline-Agent
SUNKBTO,2022-11-05 00:00:00,5300,POL4321HEL,Offline-Direct
SUNKBYS,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Direct
SUNKC,2022-11-13 00:00:00,26230,POL6303HEL,Offline-Agent
SUNKC3N,2023-04-23 00:00:00,95587,POL1048HEL,Offline-Agent
SUNKC4,2022-12-24 00:00:00,133416,POL2005HEL,Offline-Agent
SUNKC4V,2023-04-01 00:00:00,21743,POL5319HEL,Online-App
SUNKC5H,2022-11-26 00:00:00,18871,POL5319HEL,Offline-Direct
SUNKC6R,2022-12-17 00:00:00,8262,POL4331HEL,Offline-Agent
SUNKC9,2022-11-03 00:00:00,17040,POL3309HEL,Offline-Agent
SUNKCAP,2022-12-12 00:00:00,27632,POL6303HEL,Offline-Direct
SUNKCB5,2023-01-13 00:00:00,10098,POL4331HEL,Online-Website
SUNKCD6,2023-02-27 00:00:00,118980,POL1048HEL,Offline-Direct
SUNKCE,2022-11-10 00:00:00,48450,POL9221HEL,Offline-Agent
SUNKCES,2022-11-12 00:00:00,24080,POL6303HEL,Offline-Agent
SUNKCF,2022-11-27 00:00:00,20875,POL5319HEL,Offline-Agent
SUNKCL,2023-04-24 00:00:00,22971,POL5319HEL,Online-App
SUNKCO7,2022-11-12 00:00:00,189600,POL2005HEL,Offline-Direct
SUNKCQS,2022-12-04 00:00:00,17381,POL3309HEL,Offline-Agent
SUNKCR7,2022-11-03 00:00:00,5400,POL4321HEL,Offline-Agent
SUNKCT,2022-12-14 00:00:00,14443,POL3309HEL,Offline-Direct
SUNKCTS,2023-04-16 00:00:00,88358,POL1048HEL,Online-Website
SUNKCV,2023-04-06 00:00:00,6825,POL4321HEL,Online-Website
SUNKCW,2023-04-29 00:00:00,8741,POL4331HEL,Online-Website
SUNKCW4,2022-11-18 00:00:00,5000,POL4321HEL,Offline-Agent
SUNKCY1,2023-03-29 00:00:00,5250,POL4321HEL,Offline-Agent
SUNKCZZ,2023-03-13 00:00:00,7875,POL4331HEL,Offline-Agent
SUNKD,2023-02-23 00:00:00,86674,POL1048HEL,Offline-Agent
SUNKD17,2022-12-10 00:00:00,8033,POL4331HEL,Offline-Agent
SUNKD3E,2022-12-14 00:00:00,5100,POL4321HEL,Offline-Direct
SUNKD68,2023-04-16 00:00:00,59351,POL9221HEL,Online-Website
SUNKD9,2023-01-14 00:00:00,51587,POL9221HEL,Offline-Agent
SUNKDB,2022-11-24 00:00:00,53975,POL9221HEL,Offline-Agent
SUNKDD,2023-03-14 00:00:00,5828,POL4321HEL,Online-App
SUNKDDH,2023-04-09 00:00:00,5932,POL4321HEL,Offline-Agent
SUNKDDJ,2022-12-29 00:00:00,5100,POL4321HEL,Online-Website
SUNKDF,2023-04-30 00:00:00,9135,POL4331HEL,Offline-Agent
SUNKDG,2022-12-20 00:00:00,5355,POL4321HEL,Offline-Agent
SUNKDG8,2022-12-17 00:00:00,20100,POL5319HEL,Offline-Agent
SUNKDGG,2022-11-30 00:00:00,19706,POL5319HEL,Offline-Direct
SUNKDH,2022-11-26 00:00:00,5200,POL4321HEL,Offline-Agent
SUNKDK,2023-02-19 00:00:00,69602,POL9221HEL,Offline-Direct
SUNKDL,2023-01-17 00:00:00,15912,POL3309HEL,Offline-Agent
SUNKDM,2023-03-22 00:00:00,5932,POL4321HEL,Online-App
SUNKDOO,2023-03-31 00:00:00,5250,POL4321HEL,Offline-Direct
SUNKDS,2023-01-14 00:00:00,8491,POL4331HEL,Offline-Agent
SUNKDT,2023-03-04 00:00:00,132300,POL2005HEL,Offline-Agent
SUNKDWR,2023-02-15 00:00:00,140904,POL2005HEL,Offline-Direct
SUNKE,2023-02-18 00:00:00,99282,POL1048HEL,Offline-Agent
SUNKE42,2022-12-18 00:00:00,12730,POL3309HEL,Online-Website
SUNKE8,2023-02-15 00:00:00,21673,POL5319HEL,Offline-Direct
SUNKE9,2023-04-27 00:00:00,122897,POL1048HEL,Offline-Agent
SUNKEB9,2022-12-07 00:00:00,65459,POL9221HEL,Offline-Agent
SUNKEC,2022-11-24 00:00:00,25800,POL6303HEL,Offline-Agent
SUNKED3,2023-04-14 00:00:00,49980,POL9221HEL,Offline-Agent
SUNKEJ,2023-03-11 00:00:00,199080,POL2005HEL,Online-App
SUNKEJW,2023-04-02 00:00:00,9844,POL4331HEL,Offline-Agent
SUNKEK,2023-01-10 00:00:00,13586,POL3309HEL,Online-Website
SUNKEL,2022-12-27 00:00:00,12240,POL3309HEL,Offline-Agent
SUNKEM,2022-11-06 00:00:00,15120,POL3309HEL,Offline-Direct
SUNKEN,2023-04-09 00:00:00,7875,POL4331HEL,Offline-Direct
SUNKEO,2023-04-08 00:00:00,38943,POL6093HEL,Online-Website
SUNKEO0,2022-11-11 00:00:00,26445,POL6303HEL,Offline-Agent
SUNKEOC,2023-03-06 00:00:00,25075,POL5319HEL,Online-Website
SUNKEOF,2023-03-05 00:00:00,46856,POL9221HEL,Online-Website
SUNKERA,2023-01-01 00:00:00,16157,POL3309HEL,Offline-Agent
SUNKERD,2023-03-11 00:00:00,105226,POL1048HEL,Offline-Agent
SUNKES,2022-11-11 00:00:00,188400,POL2005HEL,Offline-Agent
SUNKEV,2023-03-27 00:00:00,7875,POL4331HEL,Online-App
SUNKEVE,2023-02-20 00:00:00,10352,POL4331HEL,Offline-Agent
SUNKF,2023-04-02 00:00:00,13734,POL3309HEL,Offline-Agent
SUNKF2,2023-01-25 00:00:00,7242,POL4321HEL,Offline-Agent
SUNKF6,2023-04-22 00:00:00,46932,POL6093HEL,Online-Website
SUNKF6Y,2023-04-23 00:00:00,58905,POL9221HEL,Offline-Agent
SUNKF7,2023-03-23 00:00:00,8978,POL4331HEL,Offline-Agent
SUNKF73,2023-03-30 00:00:00,8269,POL4331HEL,Offline-Agent
SUNKFA4,2023-01-14 00:00:00,81151,POL1048HEL,Offline-Agent
SUNKFBK,2023-02-05 00:00:00,8961,POL4331HEL,Online-App
SUNKFC,2023-04-16 00:00:00,21042,POL5319HEL,Offline-Agent
SUNKFD,2023-03-31 00:00:00,6352,POL4321HEL,Offline-Agent
SUNKFFY,2022-11-27 00:00:00,5250,POL4321HEL,Online-App
SUNKFG1,2023-04-30 00:00:00,59351,POL9221HEL,Online-App
SUNKFM9,2023-03-08 00:00:00,59351,POL9221HEL,Offline-Agent
SUNKFMQ,2023-01-14 00:00:00,29386,POL6303HEL,Online-Website
SUNKFP,2023-01-21 00:00:00,189720,POL2005HEL,Offline-Agent
SUNKFQ,2023-03-12 00:00:00,8662,POL4331HEL,Offline-Agent
SUNKFS,2023-03-05 00:00:00,50872,POL9221HEL,Online-App
SUNKFS9,2023-03-02 00:00:00,22971,POL5319HEL,Online-App
SUNKFV,2022-12-17 00:00:00,5661,POL4321HEL,Offline-Agent
SUNKFXM,2022-11-17 00:00:00,22211,POL5319HEL,Offline-Direct
SUNKFYK,2023-02-04 00:00:00,177984,POL2005HEL,Offline-Agent
SUNKFZ,2023-04-02 00:00:00,190260,POL2005HEL,Online-Website
SUNKG,2023-02-02 00:00:00,9347,POL4331HEL,Online-App
SUNKG1U,2022-12-18 00:00:00,6069,POL4321HEL,Offline-Direct
SUNKG3,2022-12-30 00:00:00,62424,POL9221HEL,Offline-Direct
SUNKG6,2022-11-21 00:00:00,13440,POL3309HEL,Offline-Agent
SUNKG9,2022-12-29 00:00:00,13586,POL3309HEL,Offline-Agent
SUNKGB6,2022-12-10 00:00:00,5100,POL4321HEL,Offline-Agent
SUNKGCJ,2022-11-25 00:00:00,21500,POL6303HEL,Offline-Direct
SUNKGD,2023-02-08 00:00:00,15697,POL3309HEL,Offline-Agent
SUNKGG,2023-01-12 00:00:00,8033,POL4331HEL,Online-App
SUNKGIO,2023-03-26 00:00:00,200340,POL2005HEL,Offline-Agent
SUNKGLT,2022-12-18 00:00:00,19589,POL5319HEL,Offline-Agent
SUNKGN,2022-12-10 00:00:00,29605,POL6303HEL,Offline-Direct
SUNKGT,2023-02-08 00:00:00,14585,POL3309HEL,Offline-Agent
SUNKGV,2023-03-07 00:00:00,19288,POL5319HEL,Offline-Direct
SUNKGWF,2023-02-04 00:00:00,5459,POL4321HEL,Offline-Agent
SUNKGZS,2023-03-17 00:00:00,23497,POL5319HEL,Offline-Agent
SUNKH,2023-04-17 00:00:00,27542,POL6303HEL,Online-Website
SUNKH1,2023-04-23 00:00:00,55335,POL9221HEL,Online-Website
SUNKH1C,2023-04-01 00:00:00,30702,POL6303HEL,Online-App
SUNKH2K,2023-03-26 00:00:00,7560,POL4321HEL,Online-Website
SUNKH2R,2023-04-21 00:00:00,123700,POL1048HEL,Online-Website
SUNKH4,2023-01-29 00:00:00,85053,POL1048HEL,Offline-Agent
SUNKH6,2023-04-09 00:00:00,28896,POL6303HEL,Online-Website
SUNKH8S,2023-04-16 00:00:00,147420,POL2005HEL,Offline-Direct
SUNKHBY,2023-02-25 00:00:00,43099,POL6093HEL,Online-Website
SUNKHE,2023-03-30 00:00:00,29799,POL6303HEL,Offline-Agent
SUNKHFN,2022-12-09 00:00:00,49853,POL9221HEL,Offline-Agent
SUNKHG6,2023-03-13 00:00:00,5250,POL4321HEL,Offline-Agent
SUNKHH,2022-12-28 00:00:00,110803,POL1048HEL,Offline-Agent
SUNKHJ,2023-04-02 00:00:00,5250,POL4321HEL,Offline-Agent
SUNKHL,2023-01-07 00:00:00,9180,POL4331HEL,Offline-Direct
SUNKHL1,2022-11-05 00:00:00,28595,POL6303HEL,Offline-Agent
SUNKHM,2023-02-12 00:00:00,9038,POL4331HEL,Offline-Agent
SUNKHR,2023-03-15 00:00:00,24832,POL6303HEL,Offline-Direct
SUNKHRL,2023-03-04 00:00:00,26864,POL6303HEL,Offline-Agent
SUNKHY,2023-03-06 00:00:00,32056,POL6303HEL,Online-Website
SUNKHZ,2022-12-14 00:00:00,37184,POL6093HEL,Offline-Agent
SUNKI,2023-01-30 00:00:00,5355,POL4321HEL,Offline-Direct
SUNKI3K,2023-01-22 00:00:00,5100,POL4321HEL,Online-App
SUNKI5,2022-11-17 00:00:00,32968,POL6093HEL,Offline-Agent
SUNKI56,2023-04-21 00:00:00,22971,POL5319HEL,Online-App
SUNKI6,2023-03-25 00:00:00,194040,POL2005HEL,Offline-Agent
SUNKI7,2023-03-16 00:00:00,9214,POL4331HEL,Offline-Agent
SUNKI74,2023-02-05 00:00:00,28788,POL6303HEL,Offline-Agent
SUNKI75,2022-12-27 00:00:00,5406,POL4321HEL,Offline-Agent
SUNKI7D,2023-02-05 00:00:00,51589,POL6093HEL,Offline-Agent
SUNKI9,2023-03-23 00:00:00,27090,POL6303HEL,Offline-Agent
SUNKIC,2022-12-18 00:00:00,151776,POL2005HEL,Offline-Agent
SUNKIC8,2023-01-28 00:00:00,25877,POL6303HEL,Online-App
SUNKICB,2022-11-13 00:00:00,9600,POL4331HEL,Offline-Direct
SUNKID,2023-04-10 00:00:00,16380,POL3309HEL,Online-App
SUNKIE,2023-04-05 00:00:00,43270,POL6093HEL,Offline-Direct
SUNKIET,2023-01-22 00:00:00,33334,POL6303HEL,Offline-Direct
SUNKIF,2023-01-15 00:00:00,46238,POL6093HEL,Offline-Agent
SUNKIJ,2023-02-19 00:00:00,49028,POL9221HEL,Online-App
SUNKIMN,2022-12-25 00:00:00,29605,POL6303HEL,Offline-Agent
SUNKIN,2022-12-31 00:00:00,117825,POL1048HEL,Offline-Agent
SUNKIQ,2023-01-09 00:00:00,13464,POL3309HEL,Offline-Agent
SUNKIRT,2023-03-29 00:00:00,46266,POL6093HEL,Offline-Direct
SUNKIT2,2022-12-31 00:00:00,55921,POL9221HEL,Offline-Agent
SUNKIUF,2023-03-22 00:00:00,13230,POL3309HEL,Offline-Agent
SUNKIY,2022-12-07 00:00:00,6222,POL4321HEL,Offline-Agent
SUNKIZ,2022-11-16 00:00:00,7500,POL4331HEL,Offline-Agent
SUNKJ,2022-12-03 00:00:00,21122,POL5319HEL,Offline-Agent
SUNKJ0,2023-01-06 00:00:00,20611,POL5319HEL,Offline-Agent
SUNKJ0G,2023-03-17 00:00:00,52658,POL9221HEL,Online-App
SUNKJ1H,2022-12-21 00:00:00,139536,POL2005HEL,Offline-Direct
SUNKJ2Q,2023-02-15 00:00:00,25974,POL5319HEL,Offline-Agent
SUNKJ4,2023-03-26 00:00:00,68722,POL9221HEL,Offline-Agent
SUNKJ7H,2022-12-24 00:00:00,67626,POL9221HEL,Offline-Agent
SUNKJA,2023-01-08 00:00:00,12974,POL3309HEL,Offline-Agent
SUNKJAP,2023-02-15 00:00:00,186636,POL2005HEL,Offline-Direct
SUNKJC,2023-02-05 00:00:00,35590,POL6093HEL,Offline-Agent
SUNKJGW,2023-04-09 00:00:00,6405,POL4321HEL,Online-App
SUNKJHM,2023-03-24 00:00:00,39609,POL6093HEL,Offline-Agent
SUNKJJ,2023-03-14 00:00:00,6248,POL4321HEL,Offline-Agent
SUNKJK0,2022-12-24 00:00:00,20611,POL5319HEL,Offline-Agent
SUNKJLD,2022-11-05 00:00:00,39625,POL6093HEL,Offline-Agent
SUNKJMK,2023-03-28 00:00:00,180180,POL2005HEL,Online-App
SUNKJP,2023-02-09 00:00:00,78795,POL1048HEL,Online-App
SUNKJSE,2022-11-13 00:00:00,22211,POL5319HEL,Offline-Direct
SUNKJW,2023-03-04 00:00:00,12285,POL4331HEL,Online-App
SUNKJZ,2023-01-23 00:00:00,85053,POL1048HEL,Offline-Agent
SUNKK,2023-02-19 00:00:00,17057,POL3309HEL,Offline-Agent
SUNKK33,2023-02-09 00:00:00,45711,POL6093HEL,Offline-Agent
SUNKK4,2022-12-04 00:00:00,145656,POL2005HEL,Offline-Direct
SUNKK6I,2022-11-05 00:00:00,57375,POL9221HEL,Offline-Direct
SUNKKA,2023-02-12 00:00:00,26353,POL6303HEL,Offline-Agent
SUNKKEH,2023-03-31 00:00:00,148680,POL2005HEL,Offline-Agent
SUNKKGF,2023-01-25 00:00:00,68927,POL9221HEL,Online-App
SUNKKH,2023-01-14 00:00:00,50719,POL9221HEL,Offline-Agent
SUNKKI,2023-02-18 00:00:00,28346,POL6303HEL,Offline-Agent
SUNKKK,2022-11-23 00:00:00,5000,POL4321HEL,Offline-Agent
SUNKKL,2022-12-05 00:00:00,6018,POL4321HEL,Offline-Direct
SUNKKLN,2023-01-07 00:00:00,51153,POL9221HEL,Offline-Direct
SUNKKMS,2023-03-08 00:00:00,7875,POL4331HEL,Online-Website
SUNKKN,2022-12-18 00:00:00,8874,POL4331HEL,Offline-Direct
SUNKKO,2023-02-02 00:00:00,5150,POL4321HEL,Offline-Agent
SUNKKQ,2022-12-17 00:00:00,102219,POL1048HEL,Offline-Agent
SUNKKRJ,2022-12-20 00:00:00,23246,POL6303HEL,Offline-Agent
SUNKKW,2022-11-30 00:00:00,5000,POL4321HEL,Offline-Agent
SUNKKX,2022-12-25 00:00:00,58089,POL9221HEL,Offline-Agent
SUNKKXV,2023-02-22 00:00:00,14708,POL3309HEL,Online-App
SUNKL,2023-02-26 00:00:00,99282,POL1048HEL,Online-Website
SUNKL0N,2023-03-06 00:00:00,104422,POL1048HEL,Offline-Agent
SUNKL2,2022-12-18 00:00:00,16524,POL3309HEL,Offline-Agent
